,Age,Income_Monthly,Credit_Score,Debt_to_Income_Ratio,Experience_Years,Existing_Loans_Count,Savings_Balance,Missed_Payments_Last_Year,Default_Status,Debt_Stress_Index,Monthly_Debt_Amount
2737,31,5959,595,0.32,20,1,58984,2,0,190.4,1906.88
2738,42,10708,810,0.54,10,4,74498,1,1,437.40000000000003,5782.320000000001
2739,26,10714,538,0.5,30,4,109365,0,0,269.0,5357.0
2740,23,12109,600,0.49,26,0,5042,0,0,294.0,5933.41
2741,43,4886,305,0.33,26,1,62781,3,1,100.65,1612.38
2742,23,4164,519,0.12,7,0,101447,0,0,62.28,499.68
2743,31,12121,752,0.35,32,3,7470,0,0,263.2,4242.349999999999
2744,55,5945,732,0.55,11,1,144844,0,1,402.6,3269.7500000000005
2745,37,7235,685,0.2,34,4,56309,0,0,137.0,1447.0
2746,60,12401,594,0.59,33,4,74005,2,0,350.46,7316.589999999999
2747,43,9746,417,0.5,15,0,139639,0,0,208.5,4873.0
2748,33,13975,704,0.45,35,0,46821,0,0,316.8,6288.75
2749,45,4590,311,0.44,1,3,85501,0,0,136.84,2019.6
2750,61,9754,508,0.39,11,3,11651,0,0,198.12,3804.06
2751,59,6934,464,0.46,26,4,42484,0,1,213.44,3189.6400000000003
2752,31,6076,593,0.31,16,2,54588,0,0,183.83,1883.56
2753,56,7185,818,0.52,19,3,97053,1,1,425.36,3736.2000000000003
2754,53,3093,377,0.45,20,4,117748,0,0,169.65,1391.8500000000001
2755,28,5880,733,0.49,29,3,139069,0,0,359.17,2881.2
2756,42,12686,376,0.5,19,1,47704,0,1,188.0,6343.0
2757,41,8559,347,0.15,7,0,39919,2,1,52.05,1283.85
2758,47,12771,381,0.13,17,4,108968,0,0,49.53,1660.23
2759,25,12680,508,0.5,17,3,118856,0,0,254.0,6340.0
2760,43,4785,744,0.23,17,0,140954,0,0,171.12,1100.55
2761,36,8065,821,0.39,1,2,30498,0,0,320.19,3145.35
2762,61,8539,328,0.32,11,3,53632,0,0,104.96000000000001,2732.48
2763,42,12950,603,0.11,31,4,25788,1,1,66.33,1424.5
2764,36,3574,764,0.12,7,1,135079,2,0,91.67999999999999,428.88
2765,43,7676,801,0.51,9,0,73321,0,0,408.51,3914.76
2766,49,12565,745,0.4,10,0,139445,1,0,298.0,5026.0
2767,35,10060,789,0.36,13,1,44766,0,0,284.03999999999996,3621.6
2768,48,5990,727,0.57,25,4,144650,0,0,414.39,3414.2999999999997
2769,62,7210,658,0.19,29,2,96080,0,0,125.02,1369.9
2770,61,6845,390,0.23,3,1,75653,0,0,89.7,1574.3500000000001
2771,49,11285,352,0.48,38,2,120657,0,0,168.95999999999998,5416.8
2772,47,3189,503,0.49,10,4,112025,1,0,246.47,1562.61
2773,23,4689,455,0.3,23,3,96315,1,1,136.5,1406.7
2774,46,6095,301,0.58,21,3,8373,0,1,174.57999999999998,3535.1
2775,24,3875,656,0.57,2,4,49345,0,0,373.91999999999996,2208.75
2776,29,9768,357,0.11,36,2,90206,0,0,39.27,1074.48
2777,54,5406,553,0.19,1,1,39808,0,0,105.07000000000001,1027.14
2778,63,11979,479,0.51,11,4,32652,0,1,244.29,6109.29
2779,56,5932,792,0.27,20,4,26530,1,0,213.84,1601.64
2780,27,11799,334,0.15,4,3,58533,1,1,50.1,1769.85
2781,60,13940,374,0.49,6,1,49875,0,1,183.26,6830.599999999999
2782,44,10240,588,0.33,3,3,43536,2,0,194.04000000000002,3379.2000000000003
2783,46,7408,670,0.35,35,2,26458,0,0,234.49999999999997,2592.7999999999997
2784,64,5861,628,0.19,21,2,139941,1,0,119.32000000000001,1113.59
2785,40,9406,603,0.43,28,0,73895,0,0,259.29,4044.58
2786,26,12372,520,0.38,8,4,99919,0,0,197.6,4701.36
2787,32,13238,463,0.2,25,1,95365,0,1,92.60000000000001,2647.6000000000004
2788,33,4833,779,0.27,11,1,73828,3,0,210.33,1304.91
2789,31,7285,754,0.4,0,3,100602,0,0,301.6,2914.0
2790,29,11589,674,0.56,7,3,17385,0,0,377.44000000000005,6489.840000000001
2791,45,9645,519,0.56,32,1,47461,0,0,290.64000000000004,5401.200000000001
2792,49,14018,553,0.24,3,3,31447,0,0,132.72,3364.3199999999997
2793,62,14766,487,0.47,13,0,140158,0,1,228.89,6940.0199999999995
2794,57,11023,490,0.49,28,4,2166,1,1,240.1,5401.2699999999995
2795,58,12889,688,0.5,13,0,42879,0,0,344.0,6444.5
2796,42,6777,514,0.39,8,2,57814,2,0,200.46,2643.03
2797,29,4735,674,0.11,8,1,84558,0,0,74.14,520.85
2798,30,10273,385,0.48,25,0,102311,0,0,184.79999999999998,4931.04
2799,36,10278,773,0.15,16,0,56212,0,0,115.94999999999999,1541.7
2800,61,8368,830,0.16,3,3,114004,0,0,132.8,1338.88
2801,39,12255,346,0.4,2,3,108650,0,0,138.4,4902.0
2802,63,2821,364,0.59,28,3,111062,0,0,214.76,1664.3899999999999
2803,41,9525,774,0.22,24,2,19805,1,0,170.28,2095.5
2804,27,2162,445,0.42,20,0,76556,1,1,186.9,908.04
2805,33,9777,681,0.25,11,4,42225,0,0,170.25,2444.25
2806,23,13931,365,0.55,0,3,58952,2,1,200.75000000000003,7662.05
2807,28,12589,816,0.4,0,2,112153,0,0,326.40000000000003,5035.6
2808,37,3932,392,0.2,6,2,98326,0,1,78.4,786.4000000000001
2809,24,12920,725,0.23,9,3,45636,1,0,166.75,2971.6
2810,24,5535,767,0.32,14,1,125238,0,0,245.44,1771.2
2811,48,7956,393,0.16,39,0,102743,0,0,62.88,1272.96
2812,64,5446,432,0.14,10,3,116008,1,0,60.480000000000004,762.44
2813,61,4790,733,0.44,22,4,24910,0,0,322.52,2107.6
2814,59,4707,640,0.3,12,0,125740,0,0,192.0,1412.1
2815,54,9959,613,0.46,26,2,97994,0,0,281.98,4581.14
2816,49,5933,511,0.16,16,4,7488,1,0,81.76,949.28
2817,22,5385,819,0.4,12,0,119380,0,0,327.6,2154.0
2818,29,8636,458,0.32,11,4,91731,0,0,146.56,2763.52
2819,58,2922,567,0.13,28,2,59347,0,0,73.71000000000001,379.86
2820,53,10089,773,0.37,20,3,76062,0,0,286.01,3732.93
2821,64,12367,709,0.14,19,4,25494,0,0,99.26,1731.38
2822,58,11774,773,0.51,19,3,53369,0,0,394.23,6004.74
2823,25,2564,655,0.42,30,2,68075,1,0,275.09999999999997,1076.8799999999999
2824,51,5258,492,0.38,7,2,10119,0,1,186.96,1998.04
2825,27,12789,570,0.17,23,4,22570,3,0,96.9,2174.13
2826,40,4500,413,0.24,10,4,54076,0,0,99.11999999999999,1080.0
2827,53,6566,822,0.35,38,2,125568,3,0,287.7,2298.1
2828,30,11179,354,0.42,32,4,130852,0,0,148.68,4695.179999999999
2829,33,8881,364,0.19,14,4,92827,0,0,69.16,1687.39
2830,32,5636,571,0.1,3,4,108469,0,0,57.1,563.6
2831,37,8030,801,0.27,0,4,110903,0,0,216.27,2168.1000000000004
2832,22,2223,661,0.34,31,0,74005,1,0,224.74,755.82
2833,42,8297,445,0.19,10,2,74758,1,1,84.55,1576.43
2834,51,2350,508,0.35,29,2,12028,0,0,177.79999999999998,822.5
2835,34,9314,585,0.27,36,1,34904,0,0,157.95000000000002,2514.78
2836,55,3928,309,0.33,18,3,51343,0,0,101.97,1296.24
2837,25,9743,485,0.27,35,1,121218,0,0,130.95000000000002,2630.61
2838,49,10540,763,0.41,33,4,127661,0,0,312.83,4321.4
2839,59,14469,433,0.12,6,4,130318,1,0,51.96,1736.28
2840,52,6732,470,0.19,19,0,122451,2,0,89.3,1279.08
2841,48,3017,512,0.32,11,0,145063,0,1,163.84,965.44
2842,26,4226,829,0.28,31,0,109530,1,0,232.12000000000003,1183.2800000000002
2843,46,9206,801,0.3,1,0,7821,0,0,240.29999999999998,2761.7999999999997
2844,24,9170,326,0.5,21,0,72759,0,1,163.0,4585.0
2845,54,8207,367,0.54,39,0,125870,0,0,198.18,4431.780000000001
2846,25,14316,707,0.22,23,0,20940,0,0,155.54,3149.52
2847,46,4419,408,0.52,30,0,132380,0,0,212.16,2297.88
2848,41,8240,373,0.33,3,0,149414,0,0,123.09,2719.2000000000003
2849,55,3893,561,0.24,23,2,2071,0,0,134.64,934.3199999999999
2850,47,7322,667,0.59,16,0,29895,0,0,393.53,4319.98
2851,26,13232,536,0.51,39,3,99517,0,0,273.36,6748.32
2852,56,12260,665,0.6,18,0,132155,0,0,399.0,7356.0
2853,49,9718,585,0.18,39,4,142674,3,0,105.3,1749.24
2854,50,8878,677,0.17,37,4,109367,1,0,115.09,1509.2600000000002
2855,30,3125,675,0.35,33,0,126132,2,0,236.24999999999997,1093.75
2856,59,5117,375,0.42,32,0,141526,0,0,157.5,2149.14
2857,27,6161,308,0.19,5,4,96615,0,1,58.52,1170.59
2858,40,6042,495,0.53,35,3,42869,0,1,262.35,3202.26
2859,32,6433,589,0.37,12,1,52184,1,0,217.93,2380.21
2860,23,12362,360,0.31,8,2,41350,0,1,111.6,3832.22
2861,30,10638,688,0.4,34,4,111233,0,0,275.2,4255.2
2862,42,4658,307,0.42,33,0,105634,0,0,128.94,1956.36
2863,45,13554,668,0.12,15,2,148503,0,0,80.16,1626.48
2864,55,12910,344,0.6,17,0,76355,0,1,206.4,7746.0
2865,43,5483,643,0.28,17,1,99752,3,0,180.04000000000002,1535.2400000000002
2866,24,4944,674,0.13,37,1,8672,0,0,87.62,642.72
2867,33,14568,326,0.53,31,4,9996,2,1,172.78,7721.04
2868,49,9210,492,0.6,6,2,33177,0,1,295.2,5526.0
2869,51,9653,656,0.51,22,2,75326,1,1,334.56,4923.03
2870,47,10787,361,0.53,22,1,46321,0,1,191.33,5717.110000000001
2871,42,3986,361,0.41,17,0,41720,0,0,148.01,1634.26
2872,49,12942,721,0.56,6,4,85467,0,0,403.76000000000005,7247.52
2873,47,3074,679,0.12,39,3,117061,0,0,81.48,368.88
2874,54,14161,576,0.48,23,1,91709,0,0,276.48,6797.28
2875,42,6305,730,0.44,13,1,141436,0,0,321.2,2774.2
2876,56,14413,414,0.12,4,4,16149,0,0,49.68,1729.56
2877,55,14779,420,0.37,21,0,80479,0,0,155.4,5468.23
2878,62,13772,824,0.36,21,2,29336,0,0,296.64,4957.92
2879,39,5007,715,0.45,9,1,10242,0,0,321.75,2253.15
2880,32,2969,462,0.14,25,4,28598,2,1,64.68,415.66
2881,44,10772,636,0.5,14,4,40448,1,1,318.0,5386.0
2882,43,4824,678,0.17,37,4,27624,0,0,115.26,820.08
2883,38,14193,623,0.31,0,2,146470,0,0,193.13,4399.83
2884,26,3211,472,0.54,13,1,143307,0,0,254.88000000000002,1733.94
2885,32,2229,363,0.38,35,4,120238,0,0,137.94,847.02
2886,51,6284,400,0.29,30,2,73016,1,1,115.99999999999999,1822.36
2887,36,5185,621,0.12,27,0,98102,1,0,74.52,622.1999999999999
2888,48,2501,365,0.44,33,3,36888,1,1,160.6,1100.44
2889,56,12324,757,0.59,34,1,62115,2,1,446.63,7271.16
2890,54,2048,752,0.56,38,2,136815,0,0,421.12000000000006,1146.88
2891,41,5566,558,0.46,22,3,50194,0,0,256.68,2560.36
2892,37,5055,725,0.15,18,3,147901,1,0,108.75,758.25
2893,55,10880,477,0.22,17,2,53146,0,1,104.94,2393.6
2894,23,2386,579,0.19,14,2,126299,2,0,110.01,453.34000000000003
2895,56,2969,643,0.28,0,2,84158,1,0,180.04000000000002,831.32
2896,61,13652,316,0.22,24,4,86409,0,0,69.52,3003.44
2897,49,11197,595,0.22,25,0,11904,2,0,130.9,2463.34
2898,60,7820,501,0.41,34,4,138988,0,0,205.41,3206.2
2899,27,5052,493,0.26,14,3,143104,0,0,128.18,1313.52
2900,30,13609,448,0.44,3,3,83130,1,1,197.12,5987.96
2901,41,9397,674,0.57,14,3,95825,0,0,384.17999999999995,5356.29
2902,22,4302,334,0.42,37,2,96541,1,1,140.28,1806.84
2903,29,4283,668,0.48,38,1,6587,3,1,320.64,2055.84
2904,44,11799,328,0.48,0,4,148376,0,0,157.44,5663.5199999999995
2905,24,6366,520,0.27,21,1,6088,2,0,140.4,1718.8200000000002
2906,25,2122,352,0.11,10,0,27464,1,1,38.72,233.42
2907,46,8799,652,0.13,37,0,21148,0,0,84.76,1143.8700000000001
2908,59,11472,691,0.24,36,4,138265,0,0,165.84,2753.2799999999997
2909,36,5727,375,0.44,25,3,83583,0,0,165.0,2519.88
2910,42,10450,793,0.55,26,0,29296,0,0,436.15000000000003,5747.500000000001
2911,56,11139,821,0.58,12,1,22827,0,0,476.17999999999995,6460.62
2912,35,6958,416,0.11,6,1,34707,0,0,45.76,765.38
2913,57,2524,579,0.6,7,2,44412,1,1,347.4,1514.3999999999999
2914,33,11079,474,0.26,22,3,40869,3,1,123.24000000000001,2880.54
2915,38,10399,594,0.52,25,2,130305,0,0,308.88,5407.4800000000005
2916,60,13574,750,0.19,26,4,140747,0,0,142.5,2579.06
2917,30,12986,817,0.13,8,0,141836,1,0,106.21000000000001,1688.18
2918,56,2148,320,0.29,37,2,80750,0,0,92.8,622.92
2919,34,10001,372,0.53,12,2,87160,2,1,197.16,5300.530000000001
2920,36,2437,335,0.21,6,4,76795,1,1,70.35,511.77
2921,39,12394,806,0.18,10,1,144471,1,0,145.07999999999998,2230.92
2922,54,5749,532,0.55,9,1,127425,0,0,292.6,3161.9500000000003
2923,27,13353,796,0.57,32,4,41497,0,0,453.71999999999997,7611.209999999999
2924,48,14093,505,0.11,38,1,108165,0,0,55.55,1550.23
2925,44,10186,725,0.46,2,4,65598,0,0,333.5,4685.56
2926,48,6453,343,0.25,28,1,128551,1,0,85.75,1613.25
2927,55,13437,390,0.29,36,4,108214,0,0,113.1,3896.7299999999996
2928,59,7336,769,0.33,15,1,44672,0,0,253.77,2420.88
2929,35,6551,766,0.31,15,2,147947,1,0,237.46,2030.81
2930,57,4823,753,0.36,6,2,35489,0,0,271.08,1736.28
2931,29,7728,632,0.39,14,1,137348,0,0,246.48000000000002,3013.92
2932,56,14916,806,0.33,37,4,48363,1,0,265.98,4922.280000000001
2933,40,13462,769,0.45,5,2,140284,0,0,346.05,6057.900000000001
2934,51,10677,320,0.46,17,0,20084,0,1,147.20000000000002,4911.42
2935,35,10391,527,0.32,18,1,70144,0,0,168.64000000000001,3325.12
2936,41,14658,675,0.17,1,0,56906,0,0,114.75000000000001,2491.86
2937,46,3982,429,0.42,2,0,24369,0,1,180.18,1672.4399999999998
2938,61,8996,713,0.49,24,3,65896,0,0,349.37,4408.04
2939,45,11663,370,0.42,35,0,138005,0,0,155.4,4898.46
2940,35,14535,703,0.39,27,0,9627,0,0,274.17,5668.650000000001
2941,47,4311,696,0.21,37,3,137116,0,0,146.16,905.31
2942,59,9225,636,0.42,27,3,88895,0,0,267.12,3874.5
2943,44,13565,804,0.27,31,3,121616,0,0,217.08,3662.55
2944,43,12270,575,0.56,35,4,97195,0,0,322.00000000000006,6871.200000000001
2945,40,11713,312,0.43,38,3,33202,0,0,134.16,5036.59
2946,24,2604,302,0.24,35,4,138841,0,0,72.48,624.9599999999999
2947,63,10175,523,0.34,22,1,101183,1,0,177.82000000000002,3459.5000000000005
2948,40,14040,474,0.52,1,4,25479,0,1,246.48000000000002,7300.8
2949,30,13534,684,0.27,9,1,117225,2,1,184.68,3654.1800000000003
2950,49,7785,540,0.36,5,3,19291,0,0,194.4,2802.6
2951,41,11609,846,0.44,7,3,144431,0,0,372.24,5107.96
2952,28,6597,313,0.48,14,1,36031,1,1,150.23999999999998,3166.56
2953,35,9759,494,0.19,28,2,74730,3,1,93.86,1854.21
2954,30,14067,696,0.38,27,4,11724,3,0,264.48,5345.46
2955,40,9532,730,0.56,21,0,124248,3,0,408.8,5337.92
2956,35,13125,605,0.58,33,3,32891,2,1,350.9,7612.499999999999
2957,59,10740,633,0.43,19,4,4752,0,0,272.19,4618.2
2958,57,2838,709,0.59,32,4,35616,0,0,418.31,1674.4199999999998
2959,61,5815,302,0.39,14,3,117238,0,0,117.78,2267.85
2960,38,2847,751,0.32,6,1,8195,0,0,240.32,911.04
2961,51,6709,794,0.38,23,3,8195,0,0,301.72,2549.42
2962,30,6507,716,0.16,25,4,76316,0,0,114.56,1041.1200000000001
2963,54,8575,690,0.3,9,2,106487,1,0,207.0,2572.5
2964,46,6773,672,0.33,14,1,26433,0,0,221.76000000000002,2235.09
2965,35,14446,351,0.52,36,3,144341,0,0,182.52,7511.92
2966,32,6468,675,0.48,23,0,90175,0,0,324.0,3104.64
2967,56,12464,694,0.4,10,3,130499,2,0,277.6,4985.6
2968,62,7192,441,0.27,39,4,105473,1,0,119.07000000000001,1941.8400000000001
2969,35,5320,385,0.19,20,4,59322,0,0,73.15,1010.8000000000001
2970,51,12750,763,0.27,39,0,126494,0,0,206.01000000000002,3442.5
2971,62,6698,345,0.44,37,1,38205,2,1,151.8,2947.12
2972,25,6311,537,0.23,14,4,69409,0,0,123.51,1451.53
2973,25,12188,309,0.31,14,1,59522,0,0,95.79,3778.28
2974,49,5673,829,0.29,36,1,21145,0,0,240.41,1645.1699999999998
2975,29,3564,477,0.48,13,3,17161,0,1,228.95999999999998,1710.72
2976,23,14210,305,0.54,20,1,35842,0,1,164.70000000000002,7673.400000000001
2977,62,3840,606,0.45,19,4,24960,0,0,272.7,1728.0
2978,43,8058,847,0.27,32,4,39312,0,0,228.69000000000003,2175.6600000000003
2979,62,9131,626,0.32,2,2,18324,0,0,200.32,2921.92
2980,37,13483,655,0.17,39,1,67514,0,0,111.35000000000001,2292.11
2981,50,13079,694,0.18,22,2,104693,2,0,124.92,2354.22
2982,51,2726,599,0.18,22,3,28638,0,0,107.82,490.68
2983,33,11436,825,0.17,26,2,89239,0,0,140.25,1944.1200000000001
2984,56,13652,584,0.19,34,1,146209,0,0,110.96000000000001,2593.88
2985,32,8697,629,0.2,24,4,126139,0,0,125.80000000000001,1739.4
2986,42,13910,349,0.16,31,3,11790,0,1,55.84,2225.6
2987,42,11257,677,0.42,21,1,10423,0,0,284.34,4727.94
2988,26,14963,837,0.6,7,3,134486,2,0,502.2,8977.8
2989,41,2282,443,0.54,37,0,34246,0,1,239.22000000000003,1232.28
2990,58,3081,359,0.12,17,1,145528,2,0,43.08,369.71999999999997
2991,24,5885,374,0.31,27,0,76905,0,0,115.94,1824.35
2992,54,4881,302,0.53,27,2,136512,2,0,160.06,2586.9300000000003
2993,30,12776,747,0.17,10,1,44952,1,0,126.99000000000001,2171.92
2994,30,4970,574,0.52,11,0,62650,0,0,298.48,2584.4
2995,25,11344,829,0.4,1,4,98856,0,0,331.6,4537.6
2996,56,8985,514,0.57,36,2,492,0,1,292.97999999999996,5121.45
2997,38,13689,784,0.54,3,1,71107,0,0,423.36,7392.06
2998,55,2947,628,0.44,33,1,50521,1,0,276.32,1296.68
2999,45,6760,554,0.43,22,4,139309,1,0,238.22,2906.8
3000,53,11909,686,0.21,12,4,14097,0,0,144.06,2500.89
3001,22,2066,425,0.16,6,0,85070,0,1,68.0,330.56
3002,29,10828,849,0.31,31,0,122068,3,0,263.19,3356.68
3003,44,10505,623,0.19,22,0,30378,0,0,118.37,1995.95
3004,61,13589,503,0.15,7,3,141569,0,0,75.45,2038.35
3005,33,2564,471,0.25,36,2,4894,0,1,117.75,641.0
3006,33,11793,516,0.53,33,1,89430,3,1,273.48,6250.29
3007,36,11017,544,0.11,28,2,129157,1,0,59.84,1211.8700000000001
3008,62,5670,635,0.25,36,4,71999,0,0,158.75,1417.5
3009,40,11217,597,0.31,22,2,139251,0,0,185.07,3477.27
3010,47,4251,481,0.36,37,2,119818,0,0,173.16,1530.36
3011,50,14949,633,0.19,28,0,77668,0,0,120.27,2840.31
3012,43,2804,810,0.58,4,4,67141,1,1,469.79999999999995,1626.32
3013,61,12643,682,0.39,39,2,9548,0,0,265.98,4930.77
3014,42,6631,498,0.36,10,1,78876,0,1,179.28,2387.16
3015,59,11583,631,0.1,13,0,119128,0,0,63.1,1158.3
3016,41,3235,464,0.34,1,2,96375,0,0,157.76000000000002,1099.9
3017,50,8720,541,0.52,34,4,53773,3,1,281.32,4534.400000000001
3018,25,14224,526,0.21,34,1,19531,0,0,110.46,2987.04
3019,28,13472,750,0.28,27,4,67755,0,0,210.00000000000003,3772.1600000000003
3020,49,8906,495,0.11,7,4,118533,2,0,54.45,979.66
3021,49,8016,503,0.59,31,4,277,0,1,296.77,4729.44
3022,25,14915,757,0.13,3,3,112590,0,0,98.41,1938.95
3023,43,5549,556,0.55,6,1,10326,0,0,305.8,3051.9500000000003
3024,33,14392,828,0.26,38,4,118354,0,0,215.28,3741.92
3025,24,9938,571,0.39,26,3,12331,3,0,222.69,3875.82
3026,43,6141,308,0.44,36,0,79770,0,0,135.52,2702.04
3027,23,8966,500,0.17,16,3,14182,0,0,85.0,1524.22
3028,45,11546,358,0.32,9,0,147347,1,0,114.56,3694.7200000000003
3029,55,7335,692,0.26,3,3,145305,0,0,179.92000000000002,1907.1000000000001
3030,48,7077,418,0.13,22,4,114772,2,0,54.34,920.01
3031,62,7611,698,0.52,13,3,116415,0,0,362.96000000000004,3957.7200000000003
3032,22,12028,630,0.12,4,3,122611,0,0,75.6,1443.36
3033,29,10089,566,0.43,1,4,14937,0,0,243.38,4338.2699999999995
3034,44,4892,819,0.26,23,0,141718,0,0,212.94,1271.92
3035,59,12688,779,0.2,17,4,141920,0,0,155.8,2537.6000000000004
3036,27,12775,433,0.43,26,1,67189,0,0,186.19,5493.25
3037,43,12750,654,0.39,23,3,2569,0,0,255.06,4972.5
3038,46,7577,797,0.26,28,1,49167,0,0,207.22,1970.02
3039,39,5618,406,0.36,10,4,132646,0,0,146.16,2022.48
3040,38,3559,589,0.22,17,4,48654,0,0,129.58,782.98
3041,33,8683,446,0.53,3,2,22961,0,1,236.38000000000002,4601.99
3042,27,3507,626,0.26,32,1,33205,0,0,162.76000000000002,911.82
3043,47,14263,714,0.22,13,2,109755,0,0,157.08,3137.86
3044,48,4063,509,0.48,31,1,129801,2,0,244.32,1950.24
3045,29,5642,595,0.11,3,2,99697,0,0,65.45,620.62
3046,40,4000,697,0.23,19,2,71600,0,0,160.31,920.0
3047,63,3294,402,0.29,20,1,119745,0,0,116.58,955.26
3048,22,6065,807,0.54,2,4,72200,0,0,435.78000000000003,3275.1000000000004
3049,50,12944,508,0.58,24,0,1436,1,1,294.64,7507.5199999999995
3050,56,10014,727,0.46,3,4,43416,0,0,334.42,4606.4400000000005
3051,61,11945,692,0.35,10,0,34535,0,0,242.2,4180.75
3052,35,14402,408,0.42,15,1,116613,0,0,171.35999999999999,6048.84
3053,56,3603,647,0.31,35,3,94242,3,0,200.57,1116.93
3054,41,3322,349,0.25,5,4,66848,0,0,87.25,830.5
3055,34,7956,404,0.58,30,2,2868,0,1,234.32,4614.48
3056,59,4441,719,0.16,39,4,95373,0,0,115.04,710.5600000000001
3057,29,3098,672,0.27,12,1,27734,0,0,181.44,836.46
3058,64,7073,326,0.55,22,3,55028,0,1,179.3,3890.15
3059,41,11697,572,0.46,3,3,36544,0,0,263.12,5380.62
3060,54,11318,639,0.11,36,4,126586,0,0,70.29,1244.98
3061,47,10488,600,0.11,36,4,18311,0,0,66.0,1153.68
3062,60,13241,779,0.36,32,4,54811,0,0,280.44,4766.76
3063,42,12417,843,0.34,28,1,103092,0,0,286.62,4221.780000000001
3064,63,14546,564,0.32,36,0,70147,0,0,180.48,4654.72
3065,64,5787,841,0.25,18,0,84092,0,0,210.25,1446.75
3066,62,4096,465,0.59,19,2,88790,0,1,274.34999999999997,2416.64
3067,30,13801,615,0.24,31,1,94401,0,0,147.6,3312.24
3068,45,4208,300,0.35,15,3,111870,0,0,105.0,1472.8
3069,58,7988,560,0.3,4,2,119746,0,0,168.0,2396.4
3070,62,2175,362,0.19,11,3,33552,0,1,68.78,413.25
3071,38,9169,782,0.2,20,3,128113,0,0,156.4,1833.8000000000002
3072,45,8014,620,0.56,13,4,8632,2,1,347.20000000000005,4487.84
3073,42,12694,500,0.53,36,3,12991,1,1,265.0,6727.820000000001
3074,60,14191,521,0.2,21,3,63346,1,0,104.2,2838.2000000000003
3075,62,3667,451,0.54,29,1,33601,0,1,243.54000000000002,1980.18
3076,60,14563,761,0.2,22,4,1596,0,0,152.20000000000002,2912.6000000000004
3077,34,12737,516,0.41,4,4,15254,0,0,211.55999999999997,5222.17
3078,32,10867,495,0.14,28,2,76782,1,1,69.30000000000001,1521.38
3079,40,3823,501,0.54,29,4,58575,0,0,270.54,2064.42
3080,32,7147,533,0.13,17,0,136622,0,0,69.29,929.11
3081,34,3356,440,0.38,0,1,46891,0,1,167.2,1275.28
3082,22,5072,797,0.49,38,2,27389,0,0,390.53,2485.2799999999997
3083,61,5259,356,0.16,16,0,43539,0,1,56.96,841.44
3084,40,8199,803,0.3,2,3,83439,0,0,240.89999999999998,2459.7
3085,33,2546,441,0.12,6,0,10281,0,0,52.919999999999995,305.52
3086,29,7231,838,0.44,26,2,98352,0,0,368.72,3181.64
3087,29,9965,405,0.25,27,4,28495,0,0,101.25,2491.25
3088,33,4083,464,0.38,30,1,79136,1,1,176.32,1551.54
3089,54,4040,514,0.57,14,2,35258,2,1,292.97999999999996,2302.7999999999997
3090,47,6534,370,0.25,7,0,67020,0,0,92.5,1633.5
3091,60,3752,389,0.12,5,0,149712,0,0,46.68,450.24
3092,49,11807,527,0.44,27,2,111540,0,0,231.88,5195.08
3093,26,3849,378,0.49,3,2,135568,0,0,185.22,1886.01
3094,29,4642,648,0.58,29,2,132563,0,0,375.84,2692.3599999999997
3095,46,3600,545,0.18,16,4,119588,1,0,98.1,648.0
3096,48,13588,571,0.3,33,2,16752,3,0,171.29999999999998,4076.3999999999996
3097,44,6402,702,0.52,5,3,85937,0,0,365.04,3329.04
3098,51,13797,415,0.5,35,1,9816,0,1,207.5,6898.5
3099,44,5799,734,0.41,34,1,15668,0,0,300.94,2377.5899999999997
3100,41,2618,829,0.23,38,3,139841,0,0,190.67000000000002,602.14
3101,39,3132,741,0.24,38,0,49490,1,1,177.84,751.68
3102,39,7491,471,0.16,15,0,79892,0,0,75.36,1198.56
3103,23,7795,315,0.56,1,0,130589,0,0,176.4,4365.200000000001
3104,25,12307,355,0.19,7,0,24252,0,1,67.45,2338.33
3105,51,12531,402,0.39,14,4,145606,0,0,156.78,4887.09
3106,54,12931,583,0.39,26,3,28073,0,0,227.37,5043.09
3107,57,14468,816,0.28,15,1,111136,2,0,228.48000000000002,4051.0400000000004
3108,39,9633,577,0.28,0,3,120573,0,0,161.56,2697.2400000000002
3109,58,3487,568,0.43,9,1,37961,2,0,244.24,1499.41
3110,40,9848,699,0.29,6,0,137610,0,0,202.70999999999998,2855.9199999999996
3111,49,7009,802,0.23,9,4,143901,0,0,184.46,1612.0700000000002
3112,61,11749,385,0.3,11,2,88194,3,1,115.5,3524.7
3113,41,4113,619,0.5,16,2,91366,2,1,309.5,2056.5
3114,54,3044,331,0.58,11,0,42811,2,1,191.98,1765.52
3115,33,4431,635,0.42,14,0,126578,0,0,266.7,1861.02
3116,36,9979,350,0.49,31,3,92697,0,1,171.5,4889.71
3117,62,3582,378,0.37,31,4,100737,0,0,139.85999999999999,1325.34
3118,60,3308,473,0.41,25,4,102790,0,0,193.92999999999998,1356.28
3119,23,6917,800,0.59,13,3,78291,0,0,472.0,4081.0299999999997
3120,50,10793,375,0.32,25,4,86601,0,0,120.0,3453.76
3121,62,3620,615,0.13,4,4,81952,1,0,79.95,470.6
3122,31,9503,672,0.58,37,2,145344,0,0,389.76,5511.74
3123,23,6766,380,0.5,3,4,120674,1,0,190.0,3383.0
3124,32,7362,370,0.3,27,0,146701,0,1,111.0,2208.6
3125,34,7192,370,0.59,0,2,73690,1,1,218.29999999999998,4243.28
3126,31,8622,345,0.27,12,0,105318,0,0,93.15,2327.94
